price,beds,bath,propertysqft,borough,property_category,type,sublocality_ext,postcode,state_ext,latitude,longitude,price_per_sqft
2750000,6,5.0,6300.0,Staten Island,building,house,staten island,10308,new york,40.5462525,-74.1481727,436.5079365079365
3999000,3,2.3738608579684373,3428.0,Brooklyn,building,house,brooklyn,11228,new york,40.6201406,-74.014486,1166.5694282380396
1288000,4,2.0,1700.0,Queens,building.residential,house,queens,11366,new york,40.7248068,-73.7953763,757.6470588235294
499000,4,2.0,1428.0,Brooklyn,building,foreclosure,brooklyn,11207,new york,40.6618245,-73.890638,349.4397759103641
989000,4,4.0,2400.0,Staten Island,building,house,staten island,10306,new york,40.5657552,-74.1051158,412.0833333333333
650000,3,2.0,2184.207862,Staten Island,building,house,staten island,10304,new york,40.6071254,-74.0925892,297.59072444910004
1999999,4,4.0,4803.0,Staten Island,building.residential,contingent,staten island,10312,new york,40.5268622,-74.189752,416.4062044555486
5990000,4,4.0,3750.0,New York,building,townhouse,manhattan,10014,new york,40.7363228,-74.0064402,1597.3333333333333
1235000,3,2.0,2184.207862,Spuyten Duyvil,,co-op,spuyten duyvil,10463,new york,40.8799728,-73.9221419,565.4223764532901
785000,1,1.0,2184.207862,Manhattan,catering.fast_food,co-op,manhattan,10016,new york,40.7473555,-73.9813841,359.3980287577593
750000,3,2.0,1750.0,Manhattan,,co-op,manhattan,10032,new york,40.8368955,-73.9465033,428.57142857142856
1400000,3,3.0,2184.207862,Queens,building,multi-family home,queens,11105,new york,40.7770879,-73.9162687,640.9646372749847
865000,6,3.0,2464.0,The Bronx,building,multi-family home,the bronx,10465,new york,40.8297242,-73.8263414,351.0551948051948
324000,1,1.0,2184.207862,Queens,building,co-op,queens,11372,new york,40.7512505,-73.8814433,148.33753034078217
1100000,3,4.0,3750.0,Staten Island,building.residential,house,staten island,10307,new york,40.5136885,-74.2364803,293.3333333333333
2295000,3,7.0,2184.207862,Brooklyn,building,multi-family home,brooklyn,11224,new york,40.5757955,-74.009975,1050.724173247207
8950000,4,2.0,2570.0,Brooklyn,building,house,brooklyn,11201,new york,40.6990407,-73.9929045,3482.490272373541
1348888,3,4.0,2450.0,Staten Island,building.residential,multi-family home,staten island,10312,new york,40.5430335,-74.182131,550.566530612245
220000,2,1.0,850.0,North Riverdale,,co-op,riverdale,10471,new york,40.9049354,-73.9060897,258.8235294117647
185000,1,1.0,2184.207862,Ocean Hill,,co-op,bedford-stuyvesant,11233,new york,40.684563,-73.914482,84.69889849705154
499000,2,2.0,1350.0,The Bronx,building,house,the bronx,10470,new york,40.8978428,-73.8633611,369.6296296296296
999999,4,3.0,1980.0,Brooklyn,building,multi-family home,brooklyn,11209,new york,40.620076,-74.0306109,505.05
4995000,2,2.0,2000.0,New York,building,townhouse,manhattan,10014,new york,40.7319679,-74.0043858,2497.5
700000,2,1.0,2184.207862,New York,building.residential,pending,manhattan,10009,new york,40.7235651,-73.9781799,320.48231863749237
1180000,4,4.0,1820.0,Queens,building,house,queens,11362,new york,40.7668584,-73.7375575,648.3516483516484
609000,2,2.0,2184.207862,Flushing,building,condo,queens,11355,new york,40.7550154,-73.8329807,278.81961721461835
250000,2,1.0,950.0,Gravesend,building.residential,co-op,brooklyn,11223,new york,40.5875717,-73.9712821,263.1578947368421
689000,3,2.0,2184.207862,Queens,building,house,queens,11420,new york,40.6794706,-73.8195636,315.446167916046
585000,4,2.0,2184.207862,Queens,,multi-family home,queens,11691,new york,40.6082787,-73.7495095,267.83165200419006
109500,3,1.0,550.0,Castleton Corners,building,condo,staten island,10301,new york,40.6202645,-74.1099106,199.0909090909091
299000,3,1.0,640.0,Manhattan,building.residential,co-op,manhattan,10022,new york,40.7578323,-73.9624557,467.1875
995000,3,2.0,1987.0,Staten Island,building,house,staten island,10304,new york,40.6293682,-74.0870368,500.7549068948163
1499000,6,2.0,3144.0,Brooklyn,building,multi-family home,brooklyn,11209,new york,40.629498,-74.02725,476.7811704834606
299000,2,1.0,2184.207862,Flushing,building,co-op,queens,11358,new york,40.7626299,-73.78916,136.89173324658603
279000,3,1.0,550.0,Manhattan,building,co-op,manhattan,10034,new york,40.8712698,-73.9178529,507.27272727272725
235000,3,2.0,2184.207862,Queens,building.residential,house,queens,11420,new york,40.6797652,-73.8091668,107.59049268544386
17900000,6,4.0,2184.207862,Manhattan,,co-op,manhattan,10023,new york,40.7713789,-73.9798579,8195.190719444447
950000,5,3.0,2288.0,Brooklyn,building,townhouse,brooklyn,11208,new york,40.6626245,-73.8680207,415.2097902097902
859000,2,2.0,950.0,Queens,building,house,queens,11354,new york,40.7746518,-73.81583,904.2105263157895
1999000,5,4.0,2000.0,Queens,building,house,queens,11372,new york,40.7518706,-73.8922741,999.5
1458888,8,2.3738608579684373,2988.0,Queens,building.residential,multi-family home,queens,11432,new york,40.718209,-73.775417,488.24899598393574
650000,5,3.0,2184.207862,Brooklyn,building,house,brooklyn,11233,new york,40.677921,-73.9277691,297.59072444910004
1100000,4,3.0,1400.0,Brooklyn,building,house,brooklyn,11228,new york,40.6231568,-74.0148411,785.7142857142857
478900,1,1.0,554.0,Rego Park,,condo,rego park,11374,new york,40.7259759,-73.8599803,864.4404332129964
2795000,2,2.0,965.0,New York County,,condo,greenwich village,10011,new york,40.735321,-73.9941315,2896.373056994819
560000,5,2.0,2624.0,Staten Island,building,multi-family home,staten island,10301,new york,40.6366099,-74.0778245,213.41463414634146
868000,3,4.0,2024.0,Staten Island,building,multi-family home,staten island,10304,new york,40.5963657,-74.0997473,428.85375494071144
999000,3,2.0,2184.207862,Queens,building,house,queens,11358,new york,40.7562931,-73.7849475,457.37405188407837
1590000,5,6.0,2184.207862,Queens County,,multi-family home,ozone park,11417,new york,40.6729954,-73.8373187,727.9526951908755
149000,1,1.0,375.0,Manhattan,building,co-op,manhattan,10030,new york,40.8213094,-73.9399984,397.3333333333333
594900,4,2.0,1355.0,Queens,building.residential,house,queens,11422,new york,40.6824809,-73.7279494,439.0405904059041
799000,3,2.0,2184.207862,Brooklyn,building,house,brooklyn,11210,new york,40.6146692,-73.9515915,365.80767513050915
985000,6,5.0,2184.207862,Queens,building,multi-family home,queens,11413,new york,40.6615069,-73.7581972,450.96440551132855
685000,4,2.0,2625.0,Queens,building,house,queens,11412,new york,40.6946313,-73.7540488,260.95238095238096
479888,3,2.0,1188.0,Staten Island,building.residential,contingent,staten island,10309,new york,40.549099,-74.2148258,403.94612794612794
2500000,3,2.3738608579684373,2184.207862,Brooklyn,,pending,gravesend,11223,new york,40.5938747,-73.9742907,1144.5797094196155
355000,1,1.0,514.0,Crown Heights,building.residential,condo,brooklyn,11225,new york,40.6660348,-73.9612418,690.6614785992218
260000,2,1.0,2184.207862,Manhattan,building,co-op,manhattan,10031,new york,40.8196151,-73.9532441,119.03628977964001
2600000,5,5.0,4057.0,Brooklyn,,townhouse,brooklyn,11238,new york,40.6846326,-73.9660028,640.8676361843727
2500000,3,2.3738608579684373,2184.207862,Brooklyn,,pending,gravesend,11223,new york,40.5938803,-73.9743763,1144.5797094196155
220000,1,1.0,2184.207862,Rego Park,,co-op,queens,11374,new york,40.725937,-73.8572908,100.72301442892616
1288000,5,2.0,2375.0,Brooklyn,building,multi-family home,brooklyn,11214,new york,40.6042803,-74.0030547,542.3157894736842
625000,3,1.0,2184.207862,Queens,building,house,queens,11379,new york,40.7158932,-73.8820836,286.14492735490387
2245000,2,3.0,1724.0,Manhattan,building.residential,condo,manhattan,10028,new york,40.7779756,-73.9551546,1302.2041763341067
899000,3,2.0,2184.207862,Queens,building,house,queens,11414,new york,40.6511946,-73.8405509,411.59086350729376
575000,4,2.0,1330.0,Brooklyn,building,townhouse,brooklyn,11208,new york,40.6683511,-73.8757315,432.3308270676692
588888,4,2.0,1640.0,Staten Island,building.residential,house,staten island,10314,new york,40.5986261,-74.1817717,359.0780487804878
650000,6,2.3738608579684373,2184.207862,The Bronx,building,multi-family home,the bronx,10469,new york,40.8719262,-73.8423808,297.59072444910004
899999,8,4.0,2184.207862,Brooklyn,education.university,multi-family home,brooklyn,11203,new york,40.6531909,-73.9453969,412.04823755917784
315000,1,1.0,850.0,Jackson Heights,,co-op,jackson heights,11372,new york,40.7520799,-73.88188,370.5882352941176
1599999,6,2.3738608579684373,4073.0,The Bronx,building,multi-family home,the bronx,10465,new york,40.813524,-73.802218,392.83059170144855
10000000,5,2.3738608579684373,5660.0,New York,building,townhouse,manhattan,10025,new york,40.791801,-73.9665998,1766.7844522968198
825000,4,2.0,2230.0,Staten Island,building.residential,house,staten island,10312,new york,40.5532787,-74.1649844,369.95515695067263
795000,3,3.0,1860.0,Staten Island,building,contingent,staten island,10306,new york,40.5763544,-74.1099794,427.4193548387097
690000,3,2.0,1325.0,Brooklyn,building,house,brooklyn,11234,new york,40.6173476,-73.9131449,520.7547169811321
1249949,4,4.0,2720.0,Staten Island,building.residential,house,staten island,10307,new york,40.5107045,-74.2389945,459.54007352941176
799000,4,3.0,2184.207862,Brooklyn,building,house,brooklyn,11236,new york,40.6483188,-73.9039932,365.80767513050915
115000,3,1.0,2184.207862,Jamaica,building.residential,co-op,queens,11432,new york,40.7104509,-73.7982064,52.650666633302315
2088000,4,4.0,2394.0,Queens,building,house,queens,11360,new york,40.7803566,-73.771297,872.1804511278195
699000,2,2.0,1766.0,Rockaway Park,building,condo,queens,11694,new york,40.5771307,-73.8443159,395.8097395243488
119000,1,1.0,650.0,East Bronx,,co-op,the bronx,10462,new york,40.8522378,-73.8655788,183.07692307692307
1275000,5,3.0,2184.207862,Queens,building,multi-family home,queens,11370,new york,40.7563571,-73.8819905,583.735651804004
410000,2,2.0,2184.207862,Howard Beach,,condo,howard beach,11414,new york,40.6668174,-73.8499468,187.71107234481696
309900,2,1.0,900.0,Riverdale,building,co-op,the bronx,10471,new york,40.8901764,-73.9146261,344.3333333333333
435000,3,2.0,1034.0,The Bronx,building,condo,the bronx,10469,new york,40.8690609,-73.835715,420.6963249516441
879000,3,3.0,2184.207862,Queens,building,house,queens,11356,new york,40.785245,-73.8557,402.4342258319368
325000,3,1.0,622.0,Manhattan,building,co-op,manhattan,10031,new york,40.8192151,-73.9544658,522.508038585209
1195000,16,8.0,2184.207862,Brooklyn,building,multi-family home,brooklyn,11232,new york,40.6502185,-74.0063562,547.1091011025762
1900000,3,2.0,2200.0,Manhattan,,co-op,tribeca,10007,new york,40.7159669,-74.010573,863.6363636363636
868000,3,2.0,2184.207862,Queens,building,house,queens,11379,new york,40.7158631,-73.8843791,397.39807511049054
1770000,7,4.0,2184.207862,Queens,building,multi-family home,queens,11356,new york,40.7885034,-73.8393008,810.3624342690878
899000,5,3.0,1480.0,Queens,building,multi-family home,queens,11378,new york,40.7253273,-73.8900898,607.4324324324324
990000,2,2.0,960.0,Bedford-Stuyvesant,building.residential,pending,brooklyn,11221,new york,40.6900217,-73.945006,1031.25
818000,3,3.0,2184.207862,Queens,building,house,queens,11367,new york,40.7396171,-73.8267571,374.5064809220982
409000,4,2.0,2184.207862,Queens,building,house,queens,11367,new york,40.726173,-73.8202303,187.2532404610491
679000,3,2.0,1474.0,Seagate,building,pending,brooklyn,11224,new york,40.574905,-74.0036857,460.651289009498
259000,1,1.0,2184.207862,Forest Hills,building,co-op,queens,11375,new york,40.7199582,-73.8357232,118.57845789587218
850000,6,3.0,2280.0,Gowanus,building,house,brooklyn,11215,new york,40.6681319,-73.9948468,372.8070175438597
495000,2,2.0,953.0,Staten Island,building.residential,house,staten island,10303,new york,40.6233738,-74.1599502,519.4123819517314
825000,2,1.0,800.0,Windsor Terrace,building,co-op,brooklyn,11215,new york,40.660279,-73.978949,1031.25
1075000,4,2.0,1800.0,Flushing,building,co-op,queens,11372,new york,40.7487647,-73.8834851,597.2222222222222
1950000,5,4.0,4000.0,North Riverdale,building,house,the bronx,10471,new york,40.9057349,-73.9111699,487.5
6800000,7,2.3738608579684373,5130.0,Richmond County,building,house,staten island,10304,new york,40.5956171,-74.1144559,1325.5360623781676
7999000,20,10.0,2184.207862,New York,building,multi-family home,manhattan,10025,new york,40.8071701,-73.9668179,3662.197238259002
578000,2,2.0,900.0,Flushing,building,condo,queens,11378,new york,40.7265287,-73.8933039,642.2222222222222
8995000,5,4.0,4373.0,Manhattan,building.residential,condo,manhattan,10019,new york,40.7620381,-73.9808958,2056.9403155728332
629000,3,2.0,1360.0,Bath Beach,,condo,bath beach,11228,new york,40.6063017,-74.0157592,462.5
329900,2,2.0,993.0,Howard Beach,building,condo,queens,11414,new york,40.6689793,-73.8476549,332.2255790533736
1788888,4,4.0,2184.207862,Queens,building,house,queens,11357,new york,40.7892182,-73.7997874,819.0099628896949
899000,5,2.0,2184.0,Staten Island,building.residential,house,staten island,10306,new york,40.565557,-74.1329192,411.6300366300366
2150000,3,1.0,750.0,Manhattan,building,condo,manhattan,10021,new york,40.7696597,-73.962084,2866.6666666666665
1290000,3,2.0,2905.0,The Bronx,building,house,the bronx,10471,new york,40.8964834,-73.899354,444.0619621342513
109000,1,1.0,2184.207862,Norwood,,co-op,the bronx,10467,new york,40.8768714,-73.8742644,49.903675330695236
545000,6,3.0,1344.0,Staten Island,building,house,staten island,10306,new york,40.5804254,-74.1110462,405.5059523809524
307000,2,1.0,960.0,Spuyten Duyvil,building,co-op,the bronx,10463,new york,40.8802558,-73.9168342,319.7916666666667
595000,1,1.0,750.0,Manhattan,,condo,east village,10009,new york,40.726984,-73.9769367,793.3333333333334
1088888,5,4.0,2452.0,Staten Island,building,house,staten island,10304,new york,40.5908557,-74.1037852,444.0815660685155
650000,3,2.0,1912.0,The Bronx,building,townhouse,the bronx,10469,new york,40.8697126,-73.8565137,339.9581589958159
4380000,35,16.0,15000.0,Brooklyn,building.residential,multi-family home,brooklyn,11214,new york,40.599715,-73.995694,292.0
949999,5,3.0,1740.0,Queens,building,multi-family home,queens,11417,new york,40.6778227,-73.8350282,545.9764367816092
879000,4,2.0,1998.0,The Bronx,,multi-family home,the bronx,10461,new york,40.8527278,-73.833506,439.93993993993996
850000,6,4.0,2886.0,Queens,building,house,queens,11691,new york,40.6085633,-73.7686771,294.5252945252945
675000,2,2.0,1200.0,Fort Hamilton,building,co-op,brooklyn,11209,new york,40.6168668,-74.0380928,562.5
199000,2,1.0,900.0,Staten Island,,house,howland hook,10303,new york,40.6281757,-74.1797234,221.11111111111111
395000,3,1.0,430.0,Manhattan,building,house,manhattan,10005,new york,40.7068323,-74.0083798,918.6046511627907
368000,2,2.0,2184.207862,Bayside,building.residential,co-op,queens,11360,new york,40.784673,-73.775263,168.4821332265674
999999,5,2.0,2754.0,Staten Island,building.residential,multi-family home,staten island,10312,new york,40.5509337,-74.1745249,363.1078431372549
374900,1,1.0,782.0,Spuyten Duyvil,building,condo,the bronx,10463,new york,40.8778771,-73.9188767,479.4117647058824
365000,2,1.0,2184.207862,Jackson Heights,building,co-op,queens,11372,new york,40.7493341,-73.8834178,167.10863757526388
25500000,5,2.3738608579684373,2184.207862,New York,building,townhouse,manhattan,10014,new york,40.7361176,-74.0064866,11674.713036080078
999000,7,3.0,3036.0,The Bronx,building,multi-family home,the bronx,10451,new york,40.8214661,-73.9132049,329.0513833992095
825000,3,2.0,2184.207862,Queens,building,house,queens,11374,new york,40.7291225,-73.8672746,377.71130410847314
889000,3,2.0,2184.207862,The Bronx,building,house,the bronx,10471,new york,40.9086225,-73.9024315,407.0125446696153
799500,2,2.0,2250.0,Staten Island,building.residential,house,staten island,10307,new york,40.5017889,-74.2393231,355.3333333333333
779000,2,2.0,2184.207862,Brooklyn,building,house,brooklyn,11234,new york,40.6134102,-73.927727,356.6510374551522
1880000,7,2.0,3240.0,Brooklyn,building,multi-family home,brooklyn,11209,new york,40.6327207,-74.0236917,580.2469135802469
3000000,5,2.3738608579684373,5000.0,New York,building,townhouse,manhattan,10030,new york,40.819079,-73.944168,600.0
480000,3,2.0,2184.207862,Riverdale,,co-op,riverdale,10463,new york,40.8890266,-73.9131785,219.7593042085662
820000,4,3.0,2184.207862,Queens,building,house,queens,11432,new york,40.7154424,-73.8098159,375.4221446896339
385000,2,1.0,800.0,Whitestone,,co-op,whitestone,11357,new york,40.7865407,-73.8018825,481.25
709999,4,2.0,2184.207862,Queens,building.residential,house,queens,11413,new york,40.6736664,-73.7504403,325.06017964328703
699000,3,2.0,1500.0,Queens,building,house,queens,11420,new york,40.6785308,-73.8130811,466.0
649000,3,2.0,1400.0,Brooklyn,building.residential,condo,brooklyn,11235,new york,40.5895025,-73.9579253,463.57142857142856
529000,3,2.3738608579684373,1618.0,Staten Island,building.residential,townhouse,staten island,10314,new york,40.5781324,-74.1603451,326.946847960445
325000,2,1.0,750.0,Manhattan,building,co-op,manhattan,10029,new york,40.78987,-73.9483335,433.3333333333333
999000,3,1.0,1392.0,Brooklyn,building,house,brooklyn,11229,new york,40.6123969,-73.9422162,717.6724137931035
160000,3,2.3738608579684373,1064.0,Queens,building,house,queens,11436,new york,40.6845061,-73.7950299,150.37593984962405
3895000,3,3.0,1884.0,Manhattan,building.residential,condo,manhattan,10280,new york,40.7069489,-74.0169068,2067.4097664543524
699000,1,1.0,2184.207862,Brooklyn,building,co-op,brooklyn,11201,new york,40.6938368,-73.9941354,320.0244867537245
615000,3,2.0,1165.0,Surf Avenue,building.residential,condo,brooklyn,11224,new york,40.5755355,-73.9735905,527.8969957081545
249000,2,1.0,800.0,The Bronx,,co-op,the bronx,10465,new york,40.8224877,-73.8109803,311.25
1290000,3,2.0,1998.0,Brooklyn,building,townhouse,brooklyn,11223,new york,40.6021136,-73.9764056,645.6456456456457
850000,4,2.0,2375.0,Staten Island,building.residential,multi-family home,staten island,10309,new york,40.5382166,-74.2235176,357.89473684210526
588000,3,2.0,1140.0,Staten Island,building,house,staten island,10310,new york,40.627807,-74.11527,515.7894736842105
1790000,4,2.0,2184.207862,Queens,,house,queens,11375,new york,40.7143213,-73.85144,819.5190719444447
1175000,9,3.0,2184.207862,Queens,building,multi-family home,queens,11369,new york,40.7579132,-73.8760761,537.9524634272193
579000,4,2.0,2184.207862,The Bronx,building,house,the bronx,10465,new york,40.8454504,-73.81776,265.08466070158295
249000,1,1.0,850.0,Spuyten Duyvil,,co-op,spuyten duyvil,10463,new york,40.8789773,-73.916004,292.94117647058823
2480000,3,2.0,3600.0,Queens,building,house,queens,11354,new york,40.7754585,-73.8125494,688.8888888888889
999000,4,3.0,2270.0,The Bronx,building,multi-family home,the bronx,10469,new york,40.8614806,-73.8513941,440.08810572687224
228500,1,1.0,750.0,Kew Gardens,building,co-op,queens,11415,new york,40.7115099,-73.82872,304.6666666666667
305000,2,1.0,2184.207862,Whitestone,,co-op,whitestone,11357,new york,40.783465,-73.7990603,139.63872454919309
1500000,6,2.0,3600.0,New York,building,multi-family home,manhattan,10027,new york,40.8082664,-73.9550742,416.6666666666667
778000,4,3.0,2185.0,Staten Island,building,multi-family home,staten island,10310,new york,40.6308436,-74.1204059,356.0640732265446
850000,3,2.0,1320.0,Queens,building,house,queens,11357,new york,40.7907048,-73.8110968,643.939393939394
428000,3,3.0,2184.207862,Brooklyn,building,house,brooklyn,11234,new york,40.6274951,-73.915694,195.95204625263818
639000,1,1.0,2184.207862,Manhattan,,co-op,manhattan,10028,new york,40.77172,-73.9467052,292.55457372765375
835000,3,2.0,2184.207862,Brooklyn,building,house,brooklyn,11234,new york,40.6226706,-73.9327329,382.2896229461516
1250000,3,2.0,1560.0,Queens,building,house,queens,11360,new york,40.7756208,-73.7758933,801.2820512820513
1695000,5,3.0,2160.0,Brooklyn,building,house,brooklyn,11209,new york,40.633504,-74.034181,784.7222222222222
502900,4,2.0,1440.0,Queens,building,house,queens,11411,new york,40.6958663,-73.7450046,349.2361111111111
749000,4,2.0,1420.0,The Bronx,building,multi-family home,the bronx,10461,new york,40.8547724,-73.8583315,527.4647887323944
529000,5,2.0,2248.0,Queens,building,multi-family home,queens,11691,new york,40.5952037,-73.7634372,235.3202846975089
705000,2,2.0,2184.207862,Queens,building,house,queens,11379,new york,40.727192,-73.883684,322.7714780563316
549000,1,1.0,2184.207862,Manhattan,building,co-op,manhattan,10021,new york,40.7662222,-73.9516342,251.34970418854758
7200000,3,2.3738608579684373,48000.0,The Bronx,building,multi-family home,the bronx,10467,new york,40.8814635,-73.8671293,150.0
335000,2,1.0,745.0,Jackson Heights,building,co-op,queens,11372,new york,40.7517899,-73.88467,449.66442953020135
599000,3,2.0,2184.207862,Queens,,house,rockaway park,11694,new york,40.5853206,-73.8221893,274.2412983769399
334999,1,2.0,1059.0,Staten Island,building.residential,townhouse,staten island,10312,new york,40.560143,-74.1854357,316.33522190745987
295000,1,1.0,2184.207862,The Bronx,building,co-op,the bronx,10463,new york,40.883124,-73.9164633,135.06040571151465
560000,3,2.0,2184.207862,The Bronx,building,house,the bronx,10473,new york,40.824234,-73.84638,256.3858549099939
799000,3,2.0,2279.0,Brooklyn,building,house,brooklyn,11234,new york,40.6131995,-73.9019711,350.5923650724002
720000,3,2.0,1046.0,Bedford-Stuyvesant,building.residential,condo,brooklyn,11221,new york,40.6873745,-73.9264057,688.3365200764819
249999,1,1.0,750.0,Great Kills,building.residential,contingent,staten island,10308,new york,40.5523555,-74.1450647,333.332
850000,3,2.0,2184.207862,Queens,building,house,queens,11420,new york,40.6699378,-73.8213422,389.1571012026693
750000,3,2.0,2184.207862,Brooklyn,building,multi-family home,brooklyn,11223,new york,40.5931071,-73.9753582,343.37391282588464
625000,5,2.3738608579684373,2184.207862,Brooklyn,building,multi-family home,brooklyn,11208,new york,40.679665,-73.8819497,286.14492735490387
650000,2,2.0,896.0,Queens,building,house,queens,11426,new york,40.7452362,-73.7204545,725.4464285714286
4845000,9,6.0,5939.0,New York,building,townhouse,manhattan,10035,new york,40.808933,-73.940052,815.7939046977606
580000,1,1.0,2184.207862,Manhattan,building,co-op,manhattan,10019,new york,40.7657861,-73.9842196,265.54249258535083
887785,2,2.0,2184.207862,Flushing,,co-op,queens,11355,new york,40.7462427,-73.8259167,406.45627893083736
499999,3,1.0,701.0,Homecrest,building,condo,brooklyn,11229,new york,40.5925315,-73.9574046,713.2653352353781
599000,4,2.0,1348.0,Pelham Bay,building,pending,the bronx,10461,new york,40.84296,-73.8312695,444.3620178041543
1149000,5,4.0,2169.0,Brooklyn,building,pending,brooklyn,11208,new york,40.6841571,-73.8820567,529.7372060857538
988000,4,2.3738608579684373,2400.0,Staten Island,building,house,staten island,10304,new york,40.5945187,-74.0904783,411.6666666666667
764600,4,2.0,1884.0,Staten Island,building,house,staten island,10308,new york,40.5496155,-74.1391082,405.8386411889597
699900,1,1.0,2184.207862,Long Island City,building.residential,condo,queens county,11101,new york,40.745068,-73.949763,320.4365354491156
5495000,5,4.0,4296.0,Brooklyn,building,townhouse,brooklyn,11215,new york,40.6729621,-73.9751283,1279.0968342644321
3900000,5,6.0,7723.0,Queens,building,house,queens,11357,new york,40.7924222,-73.8260759,504.9851094134404
999000,2,2.0,2184.207862,Manhattan,,co-op,manhattan,10044,new york,40.7617289,-73.9502411,457.37405188407837
10495000,7,4.0,5100.0,Brooklyn,building,townhouse,brooklyn,11201,new york,40.6919769,-73.9967879,2057.843137254902
188000,3,1.0,2184.207862,Woodside,building,co-op,queens,11377,new york,40.7511899,-73.90201,86.07239414835509
499900,3,2.0,1232.0,Staten Island,building.residential,house,staten island,10312,new york,40.5527401,-74.1995549,405.762987012987
545000,1,1.0,2184.207862,Manhattan,building,co-op,manhattan,10024,new york,40.7863158,-73.9702042,249.5183766534762
705000,2,2.0,2184.207862,Flushing,building.residential,condo,queens,11379,new york,40.7135957,-73.8863491,322.7714780563316
1289000,4,4.0,2184.207862,Queens,building,house,queens,11004,new york,40.7445255,-73.7137434,590.1452981767537
389000,2,1.0,2184.207862,Maspeth,,co-op,maspeth,11378,new york,40.7317199,-73.90176,178.09660278569217
350000,2,1.0,2184.207862,Sunset Park,building,co-op,brooklyn,11220,new york,40.6397364,-74.0186847,160.24115931874618
295000,3,1.0,2184.207862,Manhattan,building,condo,manhattan,10037,new york,40.8153693,-73.9384161,135.06040571151465
918000,4,3.0,2184.207862,Queens,building,multi-family home,queens,11375,new york,40.7093093,-73.8548324,420.2896692988828
1799000,4,3.0,3176.0,Queens,building,multi-family home,queens,11375,new york,40.7196606,-73.8507871,566.4357682619648
989000,4,2.0,1827.0,Brooklyn,building,multi-family home,brooklyn,11229,new york,40.5927382,-73.9536851,541.3245758073344
890000,5,2.0,2144.0,Staten Island,building,multi-family home,staten island,10305,new york,40.5960203,-74.0673498,415.1119402985075
469888,2,2.0,1164.0,The Bronx,building,condo,the bronx,10464,new york,40.8480712,-73.7861809,403.68384879725085
310000,2,1.0,2184.207862,Manhattan,,co-op,manhattan,10031,new york,40.8255972,-73.9529963,141.92788396803232
479000,1,1.0,2184.207862,Manhattan,building,co-op,manhattan,10024,new york,40.788879,-73.9794905,219.30147232479834
1290000,4,3.0,2184.207862,Queens,building,house,queens,11357,new york,40.7848355,-73.8276854,590.6031300605216
4250000,3,4.0,3376.0,Prospect Heights,building,townhouse,brooklyn,11238,new york,40.6781953,-73.9702616,1258.8862559241707
7400000,4,2.3738608579684373,3700.0,Brooklyn,building,townhouse,brooklyn,11217,new york,40.6820656,-73.9903833,2000.0
899000,3,2.0,2184.207862,Queens,,house,flushing,11358,new york,40.7523748,-73.7900912,411.59086350729376
16500000,2,2.0,5834.0,New York,building,house,manhattan,10011,new york,40.7420282,-73.9997276,2828.248200205691
659000,3,2.0,1300.0,East Bronx,,co-op,the bronx,10465,new york,40.8224429,-73.8109606,506.9230769230769
1150000,5,3.0,2184.207862,Queens,building,house,queens,11414,new york,40.6529502,-73.8400922,526.5066663330232
499000,5,2.0,2184.207862,Brooklyn,building,multi-family home,brooklyn,11203,new york,40.6601399,-73.9354891,228.45811000015527
725000,3,2.0,1476.0,Staten Island,building.residential,house,staten island,10306,new york,40.5582278,-74.1173549,491.19241192411926
929000,3,2.0,2184.207862,Douglaston,,condo,queens,11362,new york,40.7459681,-73.7331069,425.32582002032916
285000,3,1.0,1428.0,Staten Island,building.residential,house,staten island,10303,new york,40.6384738,-74.1714633,199.57983193277312
315000,2,1.0,2184.207862,Astoria,building,co-op,queens,11105,new york,40.7758184,-73.907993,144.21704338687155
698000,2,2.0,824.0,Flushing,building,condo,queens,11354,new york,40.7616652,-73.826414,847.0873786407767
849000,4,3.0,2184.207862,Queens,building,house,queens,11426,new york,40.7299635,-73.7195673,388.69926931890143
1775000,6,4.0,4900.0,New York,building.residential,townhouse,manhattan,10034,new york,40.8685757,-73.9220436,362.2448979591837
3850000,4,2.0,2160.0,New York,building,townhouse,manhattan,10028,new york,40.7750748,-73.9496097,1782.4074074074074
4500000,5,4.0,3180.0,New York,building,condo,manhattan,10280,new york,40.709894,-74.017865,1415.0943396226414
465000,2,2.0,988.0,The Bronx,building,house,the bronx,10465,new york,40.8285177,-73.8155198,470.64777327935224
869900,4,2.0,2280.0,Staten Island,building.residential,contingent,staten island,10314,new york,40.5873346,-74.1553517,381.53508771929825
699000,3,2.3738608579684373,2034.0,The Bronx,building,multi-family home,the bronx,10469,new york,40.8665092,-73.8574012,343.65781710914456
799000,3,2.0,864.0,Staten Island,building,house,staten island,10306,new york,40.5593089,-74.1264964,924.7685185185185
290000,1,1.0,2184.207862,Queens,building,condo,queens,11374,new york,40.7255887,-73.8589005,132.77124629267541
575000,5,3.0,2076.0,The Bronx,,house,wakefield,10466,new york,40.8965002,-73.8585406,276.97495183044316
500000,5,3.0,2472.0,Brooklyn,building,pending,brooklyn,11219,new york,40.6339137,-73.9982004,202.26537216828478
2750000,3,5.0,4600.0,Brooklyn,building,house,brooklyn,11234,new york,40.6126355,-73.909459,597.8260869565217
495000,2,1.0,766.0,Manhattan,,condo,manhattan,10033,new york,40.8525968,-73.9352912,646.2140992167102
