price,beds,bath,propertysqft,borough,property_category,type,sublocality_ext,postcode,state_ext,latitude,longitude,price_per_sqft
235000,3,2.0,2184.207862,Queens,Residential,house,Queens,11420,New York,40.6797652,-73.8091668,107.59049268544386
950000,5,3.0,2288.0,Brooklyn,Residential,townhouse,Brooklyn,11208,New York,40.6626245,-73.8680207,415.2097902097902
859000,2,2.0,950.0,Queens,Residential,house,Queens,11354,New York,40.7746518,-73.81583,904.2105263157895
1999000,5,4.0,2000.0,Queens,Residential,house,Queens,11372,New York,40.7518706,-73.8922741,999.5
650000,5,3.0,2184.207862,Brooklyn,Residential,house,Brooklyn,11233,New York,40.677921,-73.9277691,297.59072444910004
1100000,4,3.0,1400.0,Brooklyn,Residential,house,Brooklyn,11228,New York,40.6231568,-74.0148411,785.7142857142857
560000,5,2.0,2624.0,Staten Island,Residential,multi-family home,Staten Island,10301,New York,40.6366099,-74.0778245,213.41463414634146
868000,3,4.0,2024.0,Staten Island,Residential,multi-family home,Staten Island,10304,New York,40.5963657,-74.0997473,428.85375494071144
999000,3,2.0,2184.207862,Queens,Residential,house,Queens,11358,New York,40.7562931,-73.7849475,457.37405188407837
149000,1,1.0,375.0,Manhattan,Residential,co-op,Manhattan,10030,New York,40.8213094,-73.9399984,397.3333333333333
594900,4,2.0,1355.0,Queens,Residential,house,Queens,11422,New York,40.6824809,-73.7279494,439.0405904059041
799000,3,2.0,2184.207862,Brooklyn,Residential,house,Brooklyn,11210,New York,40.6146692,-73.9515915,365.80767513050915
685000,4,2.0,2625.0,Queens,Residential,house,Queens,11412,New York,40.6946313,-73.7540488,260.95238095238096
479888,3,2.0,1188.0,Staten Island,Residential,contingent,Staten Island,10309,New York,40.549099,-74.2148258,403.94612794612794
355000,1,1.0,514.0,Crown Heights,Residential,condo,Brooklyn,11225,New York,40.6660348,-73.9612418,690.6614785992218
260000,2,1.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10031,New York,40.8196151,-73.9532441,119.03628977964001
1288000,5,2.0,2375.0,Brooklyn,Residential,multi-family home,Brooklyn,11214,New York,40.6042803,-74.0030547,542.3157894736842
625000,3,1.0,2184.207862,Queens,Residential,house,Queens,11379,New York,40.7158932,-73.8820836,286.14492735490387
899000,3,2.0,2184.207862,Queens,Residential,house,Queens,11414,New York,40.6511946,-73.8405509,411.59086350729376
575000,4,2.0,1330.0,Brooklyn,Residential,townhouse,Brooklyn,11208,New York,40.6683511,-73.8757315,432.3308270676692
588888,4,2.0,1640.0,Staten Island,Residential,house,Staten Island,10314,New York,40.5986261,-74.1817717,359.0780487804878
650000,6,2.3738608579684373,2184.207862,The Bronx,Residential,multi-family home,The Bronx,10469,New York,40.8719262,-73.8423808,297.59072444910004
825000,4,2.0,2230.0,Staten Island,Residential,house,Staten Island,10312,New York,40.5532787,-74.1649844,369.95515695067263
795000,3,3.0,1860.0,Staten Island,Residential,contingent,Staten Island,10306,New York,40.5763544,-74.1099794,427.4193548387097
690000,3,2.0,1325.0,Brooklyn,Residential,house,Brooklyn,11234,New York,40.6173476,-73.9131449,520.7547169811321
1249949,4,4.0,2720.0,Staten Island,Residential,house,Staten Island,10307,New York,40.5107045,-74.2389945,459.54007352941176
799000,4,3.0,2184.207862,Brooklyn,Residential,house,Brooklyn,11236,New York,40.6483188,-73.9039932,365.80767513050915
115000,3,1.0,2184.207862,Jamaica,Residential,co-op,Queens,11432,New York,40.7104509,-73.7982064,52.650666633302315
2088000,4,4.0,2394.0,Queens,Residential,house,Queens,11360,New York,40.7803566,-73.771297,872.1804511278195
699000,2,2.0,1766.0,Rockaway Park,Residential,condo,Queens,11694,New York,40.5771307,-73.8443159,395.8097395243488
1275000,5,3.0,2184.207862,Queens,Residential,multi-family home,Queens,11370,New York,40.7563571,-73.8819905,583.735651804004
309900,2,1.0,900.0,Riverdale,Residential,co-op,The Bronx,10471,New York,40.8901764,-73.9146261,344.3333333333333
435000,3,2.0,1034.0,The Bronx,Residential,condo,The Bronx,10469,New York,40.8690609,-73.835715,420.6963249516441
879000,3,3.0,2184.207862,Queens,Residential,house,Queens,11356,New York,40.785245,-73.8557,402.4342258319368
325000,3,1.0,622.0,Manhattan,Residential,co-op,Manhattan,10031,New York,40.8192151,-73.9544658,522.508038585209
868000,3,2.0,2184.207862,Queens,Residential,house,Queens,11379,New York,40.7158631,-73.8843791,397.39807511049054
1770000,7,4.0,2184.207862,Queens,Residential,multi-family home,Queens,11356,New York,40.7885034,-73.8393008,810.3624342690878
899000,5,3.0,1480.0,Queens,Residential,multi-family home,Queens,11378,New York,40.7253273,-73.8900898,607.4324324324324
990000,2,2.0,960.0,Bedford-Stuyvesant,Residential,pending,Brooklyn,11221,New York,40.6900217,-73.945006,1031.25
818000,3,3.0,2184.207862,Queens,Residential,house,Queens,11367,New York,40.7396171,-73.8267571,374.5064809220982
409000,4,2.0,2184.207862,Queens,Residential,house,Queens,11367,New York,40.726173,-73.8202303,187.2532404610491
679000,3,2.0,1474.0,Seagate,Residential,pending,Brooklyn,11224,New York,40.574905,-74.0036857,460.651289009498
259000,1,1.0,2184.207862,Forest Hills,Residential,co-op,Queens,11375,New York,40.7199582,-73.8357232,118.57845789587218
850000,6,3.0,2280.0,Gowanus,Residential,house,Brooklyn,11215,New York,40.6681319,-73.9948468,372.8070175438597
495000,2,2.0,953.0,Staten Island,Residential,house,Staten Island,10303,New York,40.6233738,-74.1599502,519.4123819517314
825000,2,1.0,800.0,Windsor Terrace,Residential,co-op,Brooklyn,11215,New York,40.660279,-73.978949,1031.25
1075000,4,2.0,1800.0,Flushing,Residential,co-op,Queens,11372,New York,40.7487647,-73.8834851,597.2222222222222
578000,2,2.0,900.0,Flushing,Residential,condo,Queens,11378,New York,40.7265287,-73.8933039,642.2222222222222
329900,2,2.0,993.0,Howard Beach,Residential,condo,Queens,11414,New York,40.6689793,-73.8476549,332.2255790533736
1788888,4,4.0,2184.207862,Queens,Residential,house,Queens,11357,New York,40.7892182,-73.7997874,819.0099628896949
899000,5,2.0,2184.0,Staten Island,Residential,house,Staten Island,10306,New York,40.565557,-74.1329192,411.6300366300366
1290000,3,2.0,2905.0,The Bronx,Residential,house,The Bronx,10471,New York,40.8964834,-73.899354,444.0619621342513
545000,6,3.0,1344.0,Staten Island,Residential,house,Staten Island,10306,New York,40.5804254,-74.1110462,405.5059523809524
307000,2,1.0,960.0,Spuyten Duyvil,Residential,co-op,The Bronx,10463,New York,40.8802558,-73.9168342,319.7916666666667
1088888,5,4.0,2452.0,Staten Island,Residential,house,Staten Island,10304,New York,40.5908557,-74.1037852,444.0815660685155
650000,3,2.0,1912.0,The Bronx,Residential,townhouse,The Bronx,10469,New York,40.8697126,-73.8565137,339.9581589958159
949999,5,3.0,1740.0,Queens,Residential,multi-family home,Queens,11417,New York,40.6778227,-73.8350282,545.9764367816092
850000,6,4.0,2886.0,Queens,Residential,house,Queens,11691,New York,40.6085633,-73.7686771,294.5252945252945
675000,2,2.0,1200.0,Fort Hamilton,Residential,co-op,Brooklyn,11209,New York,40.6168668,-74.0380928,562.5
395000,3,1.0,430.0,Manhattan,Residential,house,Manhattan,10005,New York,40.7068323,-74.0083798,918.6046511627907
368000,2,2.0,2184.207862,Bayside,Residential,co-op,Queens,11360,New York,40.784673,-73.775263,168.4821332265674
999999,5,2.0,2754.0,Staten Island,Residential,multi-family home,Staten Island,10312,New York,40.5509337,-74.1745249,363.1078431372549
374900,1,1.0,782.0,Spuyten Duyvil,Residential,condo,The Bronx,10463,New York,40.8778771,-73.9188767,479.4117647058824
365000,2,1.0,2184.207862,Jackson Heights,Residential,co-op,Queens,11372,New York,40.7493341,-73.8834178,167.10863757526388
999000,7,3.0,3036.0,The Bronx,Residential,multi-family home,The Bronx,10451,New York,40.8214661,-73.9132049,329.0513833992095
825000,3,2.0,2184.207862,Queens,Residential,house,Queens,11374,New York,40.7291225,-73.8672746,377.71130410847314
889000,3,2.0,2184.207862,The Bronx,Residential,house,The Bronx,10471,New York,40.9086225,-73.9024315,407.0125446696153
799500,2,2.0,2250.0,Staten Island,Residential,house,Staten Island,10307,New York,40.5017889,-74.2393231,355.3333333333333
779000,2,2.0,2184.207862,Brooklyn,Residential,house,Brooklyn,11234,New York,40.6134102,-73.927727,356.6510374551522
1880000,7,2.0,3240.0,Brooklyn,Residential,multi-family home,Brooklyn,11209,New York,40.6327207,-74.0236917,580.2469135802469
820000,4,3.0,2184.207862,Queens,Residential,house,Queens,11432,New York,40.7154424,-73.8098159,375.4221446896339
709999,4,2.0,2184.207862,Queens,Residential,house,Queens,11413,New York,40.6736664,-73.7504403,325.06017964328703
699000,3,2.0,1500.0,Queens,Residential,house,Queens,11420,New York,40.6785308,-73.8130811,466.0
649000,3,2.0,1400.0,Brooklyn,Residential,condo,Brooklyn,11235,New York,40.5895025,-73.9579253,463.57142857142856
529000,3,2.3738608579684373,1618.0,Staten Island,Residential,townhouse,Staten Island,10314,New York,40.5781324,-74.1603451,326.946847960445
325000,2,1.0,750.0,Manhattan,Residential,co-op,Manhattan,10029,New York,40.78987,-73.9483335,433.3333333333333
999000,3,1.0,1392.0,Brooklyn,Residential,house,Brooklyn,11229,New York,40.6123969,-73.9422162,717.6724137931035
160000,3,2.3738608579684373,1064.0,Queens,Residential,house,Queens,11436,New York,40.6845061,-73.7950299,150.37593984962405
699000,1,1.0,2184.207862,Brooklyn,Residential,co-op,Brooklyn,11201,New York,40.6938368,-73.9941354,320.0244867537245
615000,3,2.0,1165.0,Surf Avenue,Residential,condo,Brooklyn,11224,New York,40.5755355,-73.9735905,527.8969957081545
1290000,3,2.0,1998.0,Brooklyn,Residential,townhouse,Brooklyn,11223,New York,40.6021136,-73.9764056,645.6456456456457
850000,4,2.0,2375.0,Staten Island,Residential,multi-family home,Staten Island,10309,New York,40.5382166,-74.2235176,357.89473684210526
588000,3,2.0,1140.0,Staten Island,Residential,house,Staten Island,10310,New York,40.627807,-74.11527,515.7894736842105
579000,4,2.0,2184.207862,The Bronx,Residential,house,The Bronx,10465,New York,40.8454504,-73.81776,265.08466070158295
2480000,3,2.0,3600.0,Queens,Residential,house,Queens,11354,New York,40.7754585,-73.8125494,688.8888888888889
999000,4,3.0,2270.0,The Bronx,Residential,multi-family home,The Bronx,10469,New York,40.8614806,-73.8513941,440.08810572687224
228500,1,1.0,750.0,Kew Gardens,Residential,co-op,Queens,11415,New York,40.7115099,-73.82872,304.6666666666667
1500000,6,2.0,3600.0,New York,Residential,multi-family home,Manhattan,10027,New York,40.8082664,-73.9550742,416.6666666666667
778000,4,3.0,2185.0,Staten Island,Residential,multi-family home,Staten Island,10310,New York,40.6308436,-74.1204059,356.0640732265446
850000,3,2.0,1320.0,Queens,Residential,house,Queens,11357,New York,40.7907048,-73.8110968,643.939393939394
428000,3,3.0,2184.207862,Brooklyn,Residential,house,Brooklyn,11234,New York,40.6274951,-73.915694,195.95204625263818
835000,3,2.0,2184.207862,Brooklyn,Residential,house,Brooklyn,11234,New York,40.6226706,-73.9327329,382.2896229461516
1250000,3,2.0,1560.0,Queens,Residential,house,Queens,11360,New York,40.7756208,-73.7758933,801.2820512820513
1695000,5,3.0,2160.0,Brooklyn,Residential,house,Brooklyn,11209,New York,40.633504,-74.034181,784.7222222222222
502900,4,2.0,1440.0,Queens,Residential,house,Queens,11411,New York,40.6958663,-73.7450046,349.2361111111111
749000,4,2.0,1420.0,The Bronx,Residential,multi-family home,The Bronx,10461,New York,40.8547724,-73.8583315,527.4647887323944
529000,5,2.0,2248.0,Queens,Residential,multi-family home,Queens,11691,New York,40.5952037,-73.7634372,235.3202846975089
705000,2,2.0,2184.207862,Queens,Residential,house,Queens,11379,New York,40.727192,-73.883684,322.7714780563316
549000,1,1.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10021,New York,40.7662222,-73.9516342,251.34970418854758
335000,2,1.0,745.0,Jackson Heights,Residential,co-op,Queens,11372,New York,40.7517899,-73.88467,449.66442953020135
334999,1,2.0,1059.0,Staten Island,Residential,townhouse,Staten Island,10312,New York,40.560143,-74.1854357,316.33522190745987
295000,1,1.0,2184.207862,The Bronx,Residential,co-op,The Bronx,10463,New York,40.883124,-73.9164633,135.06040571151465
560000,3,2.0,2184.207862,The Bronx,Residential,house,The Bronx,10473,New York,40.824234,-73.84638,256.3858549099939
799000,3,2.0,2279.0,Brooklyn,Residential,house,Brooklyn,11234,New York,40.6131995,-73.9019711,350.5923650724002
720000,3,2.0,1046.0,Bedford-Stuyvesant,Residential,condo,Brooklyn,11221,New York,40.6873745,-73.9264057,688.3365200764819
249999,1,1.0,750.0,Great Kills,Residential,contingent,Staten Island,10308,New York,40.5523555,-74.1450647,333.332
850000,3,2.0,2184.207862,Queens,Residential,house,Queens,11420,New York,40.6699378,-73.8213422,389.1571012026693
750000,3,2.0,2184.207862,Brooklyn,Residential,multi-family home,Brooklyn,11223,New York,40.5931071,-73.9753582,343.37391282588464
625000,5,2.3738608579684373,2184.207862,Brooklyn,Residential,multi-family home,Brooklyn,11208,New York,40.679665,-73.8819497,286.14492735490387
650000,2,2.0,896.0,Queens,Residential,house,Queens,11426,New York,40.7452362,-73.7204545,725.4464285714286
580000,1,1.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10019,New York,40.7657861,-73.9842196,265.54249258535083
499999,3,1.0,701.0,Homecrest,Residential,condo,Brooklyn,11229,New York,40.5925315,-73.9574046,713.2653352353781
599000,4,2.0,1348.0,Pelham Bay,Residential,pending,The Bronx,10461,New York,40.84296,-73.8312695,444.3620178041543
1149000,5,4.0,2169.0,Brooklyn,Residential,pending,Brooklyn,11208,New York,40.6841571,-73.8820567,529.7372060857538
988000,4,2.3738608579684373,2400.0,Staten Island,Residential,house,Staten Island,10304,New York,40.5945187,-74.0904783,411.6666666666667
764600,4,2.0,1884.0,Staten Island,Residential,house,Staten Island,10308,New York,40.5496155,-74.1391082,405.8386411889597
699900,1,1.0,2184.207862,Long Island City,Residential,condo,Queens County,11101,New York,40.745068,-73.949763,320.4365354491156
188000,3,1.0,2184.207862,Woodside,Residential,co-op,Queens,11377,New York,40.7511899,-73.90201,86.07239414835509
499900,3,2.0,1232.0,Staten Island,Residential,house,Staten Island,10312,New York,40.5527401,-74.1995549,405.762987012987
545000,1,1.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10024,New York,40.7863158,-73.9702042,249.5183766534762
705000,2,2.0,2184.207862,Flushing,Residential,condo,Queens,11379,New York,40.7135957,-73.8863491,322.7714780563316
1289000,4,4.0,2184.207862,Queens,Residential,house,Queens,11004,New York,40.7445255,-73.7137434,590.1452981767537
350000,2,1.0,2184.207862,Sunset Park,Residential,co-op,Brooklyn,11220,New York,40.6397364,-74.0186847,160.24115931874618
295000,3,1.0,2184.207862,Manhattan,Residential,condo,Manhattan,10037,New York,40.8153693,-73.9384161,135.06040571151465
918000,4,3.0,2184.207862,Queens,Residential,multi-family home,Queens,11375,New York,40.7093093,-73.8548324,420.2896692988828
1799000,4,3.0,3176.0,Queens,Residential,multi-family home,Queens,11375,New York,40.7196606,-73.8507871,566.4357682619648
989000,4,2.0,1827.0,Brooklyn,Residential,multi-family home,Brooklyn,11229,New York,40.5927382,-73.9536851,541.3245758073344
890000,5,2.0,2144.0,Staten Island,Residential,multi-family home,Staten Island,10305,New York,40.5960203,-74.0673498,415.1119402985075
469888,2,2.0,1164.0,The Bronx,Residential,condo,The Bronx,10464,New York,40.8480712,-73.7861809,403.68384879725085
479000,1,1.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10024,New York,40.788879,-73.9794905,219.30147232479834
1290000,4,3.0,2184.207862,Queens,Residential,house,Queens,11357,New York,40.7848355,-73.8276854,590.6031300605216
1150000,5,3.0,2184.207862,Queens,Residential,house,Queens,11414,New York,40.6529502,-73.8400922,526.5066663330232
499000,5,2.0,2184.207862,Brooklyn,Residential,multi-family home,Brooklyn,11203,New York,40.6601399,-73.9354891,228.45811000015527
725000,3,2.0,1476.0,Staten Island,Residential,house,Staten Island,10306,New York,40.5582278,-74.1173549,491.19241192411926
285000,3,1.0,1428.0,Staten Island,Residential,house,Staten Island,10303,New York,40.6384738,-74.1714633,199.57983193277312
315000,2,1.0,2184.207862,Astoria,Residential,co-op,Queens,11105,New York,40.7758184,-73.907993,144.21704338687155
698000,2,2.0,824.0,Flushing,Residential,condo,Queens,11354,New York,40.7616652,-73.826414,847.0873786407767
849000,4,3.0,2184.207862,Queens,Residential,house,Queens,11426,New York,40.7299635,-73.7195673,388.69926931890143
465000,2,2.0,988.0,The Bronx,Residential,house,The Bronx,10465,New York,40.8285177,-73.8155198,470.64777327935224
869900,4,2.0,2280.0,Staten Island,Residential,contingent,Staten Island,10314,New York,40.5873346,-74.1553517,381.53508771929825
699000,3,2.3738608579684373,2034.0,The Bronx,Residential,multi-family home,The Bronx,10469,New York,40.8665092,-73.8574012,343.65781710914456
799000,3,2.0,864.0,Staten Island,Residential,house,Staten Island,10306,New York,40.5593089,-74.1264964,924.7685185185185
290000,1,1.0,2184.207862,Queens,Residential,condo,Queens,11374,New York,40.7255887,-73.8589005,132.77124629267541
500000,5,3.0,2472.0,Brooklyn,Residential,pending,Brooklyn,11219,New York,40.6339137,-73.9982004,202.26537216828478
1199000,4,4.0,2279.0,Staten Island,Residential,multi-family home,Staten Island,10308,New York,40.545515,-74.156447,526.1079420798596
605000,3,2.0,1500.0,Spuyten Duyvil,Residential,co-op,The Bronx,10463,New York,40.8818819,-73.921791,403.3333333333333
550000,2,1.0,2184.207862,Brooklyn,Residential,co-op,Brooklyn,11232,New York,40.6487997,-74.0024232,251.80753607231543
768000,3,2.0,1065.0,Queens,Residential,house,Queens,11361,New York,40.7693375,-73.7854318,721.1267605633802
639000,3,2.0,1224.0,The Bronx,Residential,house,The Bronx,10465,New York,40.832149,-73.8265941,522.0588235294117
525000,3,1.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10023,New York,40.7774246,-73.98562,240.36173897811926
850000,3,2.3738608579684373,2160.0,Staten Island,Residential,house,Staten Island,10305,New York,40.5931048,-74.0663488,393.51851851851853
345000,1,1.0,2184.207862,Jamaica,Residential,condo,Queens,11432,New York,40.7135571,-73.7901901,157.95199989990695
788888,5,2.0,3443.0,Brooklyn,Residential,multi-family home,Brooklyn,11234,New York,40.6255174,-73.9205183,229.12808597153645
699000,4,2.0,2184.207862,Queens,Residential,multi-family home,Queens,11418,New York,40.6963847,-73.8472713,320.0244867537245
250000,1,1.0,900.0,Spuyten Duyvil,Residential,co-op,The Bronx,10463,New York,40.880985,-73.9102329,277.77777777777777
1120000,3,2.0,2184.207862,Queens,Residential,house,Queens,11362,New York,40.7639092,-73.7205952,512.7717098199878
858000,2,2.0,2184.207862,Queens,Residential,house,Queens,11373,New York,40.7329998,-73.8824499,392.81975627281207
1070000,4,2.0,2192.0,Staten Island,Residential,house,Staten Island,10305,New York,40.5991039,-74.067279,488.13868613138686
895000,2,2.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10024,New York,40.7824047,-73.979261,409.75953597222235
1250000,6,3.0,2400.0,The Bronx,Residential,house,The Bronx,10465,New York,40.8392843,-73.8243081,520.8333333333334
799000,4,3.0,1344.0,Brooklyn,Residential,multi-family home,Brooklyn,11236,New York,40.6398093,-73.9109383,594.4940476190476
879000,3,2.0,2184.207862,Queens,Residential,house,Queens,11379,New York,40.714999,-73.878128,402.4342258319368
963000,4,4.0,2400.0,Staten Island,Residential,multi-family home,Staten Island,10307,New York,40.5168606,-74.2375349,401.25
410000,2,1.0,2184.207862,New Springville,Residential,condo,Staten Island,10314,New York,40.5800127,-74.1614787,187.71107234481696
865000,3,3.0,2184.207862,Queens,Residential,house,Queens,11377,New York,40.7359218,-73.9035224,396.024579459187
690000,3,2.0,1284.0,Staten Island,Residential,house,Staten Island,10305,New York,40.5884822,-74.0735337,537.3831775700935
330000,3,1.0,2184.207862,Woodhaven,Residential,co-op,Queens,11421,New York,40.6994276,-73.8518226,151.08452164338925
619000,2,2.0,1200.0,Brighton Beach,Residential,co-op,Brooklyn,11235,New York,40.5768871,-73.9542132,515.8333333333334
899000,3,1.0,1050.0,Staten Island,Residential,house,Staten Island,10314,New York,40.6141485,-74.1643422,856.1904761904761
1175000,2,2.0,1144.0,Brooklyn,Residential,house,Brooklyn,11209,New York,40.6314389,-74.0378384,1027.097902097902
1395000,2,2.0,1793.0,Manhattan,Residential,condo,Manhattan,10023,New York,40.780245,-73.9827963,778.0256553262689
499000,2,1.0,686.0,Manhattan,Residential,co-op,Manhattan,10036,New York,40.7615546,-73.9923686,727.405247813411
799999,3,3.0,1444.0,Queens,Residential,house,Queens,11429,New York,40.7110987,-73.741186,554.0159279778393
1139000,4,4.0,3150.0,Staten Island,Residential,house,Staten Island,10312,New York,40.5308796,-74.1913113,361.58730158730157
300000,3,1.0,1200.0,Sheepshead Bay,Residential,co-op,Brooklyn,11235,New York,40.5862693,-73.9407123,250.0
799000,5,4.0,1802.0,Kings County,Residential,house,Brooklyn,11214,New York,40.5957485,-73.9862201,443.39622641509436
869000,6,3.0,1526.0,The Bronx,Residential,multi-family home,The Bronx,10461,New York,40.8505252,-73.856443,569.4626474442988
749000,3,2.0,1480.0,The Bronx,Residential,house,The Bronx,10461,New York,40.8534458,-73.8484651,506.0810810810811
240900,2,1.0,875.0,Spuyten Duyvil,Residential,co-op,The Bronx,10463,New York,40.8797408,-73.9204193,275.3142857142857
1295000,3,1.0,2184.207862,Queens,Residential,house,Queens,11104,New York,40.7493551,-73.9158547,592.8922894793609
549000,5,2.0,1716.0,Staten Island,Residential,house,Staten Island,10306,New York,40.5721728,-74.0972787,319.9300699300699
475000,3,2.0,900.0,Staten Island,Residential,house,Staten Island,10304,New York,40.6158816,-74.0822185,527.7777777777778
980000,4,3.0,1408.0,Brooklyn,Residential,multi-family home,Brooklyn,11234,New York,40.611841,-73.92961,696.0227272727273
1199000,4,2.0,1824.0,Brooklyn,Residential,multi-family home,Brooklyn,11228,New York,40.6119254,-74.0084031,657.3464912280701
265000,2,1.0,1100.0,Homecrest,Residential,co-op,Brooklyn,11229,New York,40.6068092,-73.9590334,240.9090909090909
262500,1,1.0,2184.207862,Spuyten Duyvil,Residential,co-op,The Bronx,10463,New York,40.8819467,-73.9200169,120.18086948905963
1200000,4,4.0,3300.0,The Bronx,Residential,house,The Bronx,10469,New York,40.8580056,-73.8365535,363.6363636363636
850000,1,1.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10014,New York,40.729293,-74.003447,389.1571012026693
989000,6,4.0,2720.0,Staten Island,Residential,house,Staten Island,10307,New York,40.5119454,-74.2470716,363.6029411764706
899999,5,3.0,1800.0,The Bronx,Residential,multi-family home,The Bronx,10471,New York,40.9016185,-73.8999396,499.99944444444446
699000,6,2.0,2184.207862,Brooklyn,Residential,multi-family home,Brooklyn,11203,New York,40.6373525,-73.9344092,320.0244867537245
499999,4,2.0,1248.0,Staten Island,Residential,house,Staten Island,10302,New York,40.6289462,-74.1388487,400.64022435897436
599999,3,2.0,1272.0,Staten Island,Residential,house,Staten Island,10305,New York,40.6111849,-74.0753235,471.69732704402514
725000,4,2.0,2000.0,Staten Island,Residential,house,Staten Island,10314,New York,40.6199521,-74.1237895,362.5
998888,3,2.0,1780.0,Brooklyn,Residential,house,Brooklyn,11209,New York,40.6117545,-74.0323281,561.1730337078652
980000,3,4.0,2700.0,Brooklyn,Residential,multi-family home,Brooklyn,11229,New York,40.586018,-73.9252126,362.962962962963
800000,3,2.0,2184.207862,Queens,Residential,house,Queens,11379,New York,40.71593,-73.8858453,366.265507014277
799000,3,2.0,1128.0,Brooklyn,Residential,house,Brooklyn,11234,New York,40.6169213,-73.9415274,708.3333333333334
1250000,5,3.0,2295.0,Brooklyn,Residential,house,Brooklyn,11204,New York,40.617019,-73.9878352,544.6623093681917
1275000,3,4.0,2184.207862,Queens,Residential,multi-family home,Queens,11363,New York,40.7675169,-73.7439734,583.735651804004
749999,6,3.0,3150.0,The Bronx,Residential,multi-family home,The Bronx,10462,New York,40.8453955,-73.868163,238.09492063492064
999000,2,1.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10024,New York,40.7866659,-73.974142,457.37405188407837
479000,2,2.0,1008.0,New Springville,Residential,condo,Staten Island,10314,New York,40.5782884,-74.1583011,475.1984126984127
450000,3,2.0,1026.0,Rego Park,Residential,co-op,Queens,11374,New York,40.7323502,-73.8611654,438.5964912280702
999000,3,2.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10025,New York,40.7982086,-73.9680164,457.37405188407837
1999000,4,4.0,3420.0,Staten Island,Residential,house,Staten Island,10304,New York,40.5939144,-74.1059876,584.5029239766081
1288000,6,3.0,2184.207862,Queens,Residential,mobile house,Queens,11369,New York,40.760908,-73.861558,589.687466292986
639888,5,3.0,1376.0,Staten Island,Residential,multi-family home,Staten Island,10312,New York,40.5564024,-74.1975285,465.0348837209302
569900,4,2.0,2180.0,Staten Island,Residential,house,Staten Island,10301,New York,40.6395577,-74.0807615,261.42201834862385
1630000,7,4.0,2184.207862,Queens,Residential,house,Queens,11362,New York,40.7704732,-73.7318799,746.2659705415894
689888,3,2.0,1300.0,Queens,Residential,multi-family home,Queens,11420,New York,40.6780811,-73.8188973,530.6830769230769
149000,1,1.0,2184.207862,Corona,Residential,co-op,Queens,11368,New York,40.7581299,-73.8569399,68.21695068140909
589000,4,3.0,1320.0,Staten Island,Residential,house,Staten Island,10303,New York,40.63567,-74.166895,446.2121212121212
958000,3,2.0,2259.0,Staten Island,Residential,pending,Staten Island,10312,New York,40.5292852,-74.1685622,424.0814519698982
195000,1,1.0,2184.207862,Flushing,Residential,co-op,Queens County,11363,New York,40.7659255,-73.7453922,89.27721733473001
299000,1,1.0,608.0,Staten Island,Residential,house,Staten Island,10306,New York,40.5638362,-74.0989788,491.7763157894737
1750000,4,4.0,3645.0,Queens,Residential,house,Queens,11357,New York,40.7968959,-73.822999,480.10973936899865
815000,3,2.0,2184.207862,Queens,Residential,townhouse,Queens,11379,New York,40.722658,-73.877617,373.1329852707947
989000,5,3.0,2184.207862,Queens,Residential,multi-family home,Queens,11372,New York,40.7531679,-73.8836878,452.7957330463999
1075000,2,2.0,2184.207862,New York,Residential,condo,Manhattan,10001,New York,40.7507895,-73.9974127,492.1692750504347
999995,2,1.0,2184.207862,Manhattan,Residential,co-op,Manhattan,10003,New York,40.7321997,-73.9888999,457.8295946084274
430000,2,2.0,1200.0,Spuyten Duyvil,Residential,co-op,The Bronx,10463,New York,40.8830657,-73.9206428,358.3333333333333
445000,3,2.0,2184.207862,Flushing,Residential,co-op,Queens,11355,New York,40.7547252,-73.8255572,203.73518827669156
999000,3,2.0,1900.0,Brooklyn,Residential,house,Brooklyn,11228,New York,40.6228038,-74.0109676,525.7894736842105
2299000,6,4.0,2184.207862,Queens,Residential,house,Queens,11375,New York,40.7171982,-73.8496941,1052.5555007822784
1225000,4,2.0,1960.0,Queens,Residential,house,Queens,11361,New York,40.7684802,-73.7666662,625.0
849000,3,2.0,2184.207862,Queens,Residential,house,Queens,11379,New York,40.7282284,-73.8732527,388.69926931890143
1350000,4,3.0,1760.0,Queens,Residential,house,Queens,11366,New York,40.7293576,-73.7830175,767.0454545454545
1600000,4,4.0,3150.0,Staten Island,Residential,house,Staten Island,10312,New York,40.5364873,-74.1987178,507.93650793650795
800000,3,2.3738608579684373,2184.207862,Brooklyn,Residential,pending,Brooklyn,11236,New York,40.6388264,-73.8846089,366.265507014277
329000,1,1.0,750.0,Fort Hamilton,Residential,co-op,Brooklyn,11209,New York,40.61593,-74.0335829,438.6666666666667
599000,4,2.0,2184.207862,Queens,Residential,house,Queens,11433,New York,40.7003331,-73.7875164,274.2412983769399
